title;artist;lyrics;filename
16 Candles;The Crests;eye light oh candle true lovely soyou see might heart 're love birthday girl also baby wish teenage 'll likeembed happy come ever tonight make sixteen blow 've queen lyricshappy bright glow prettiest;16 Candles by The Crests.txt
77 Sunset Strip;The Big Sound Of Don Ralke UNCERTAIN;name chance love go say else yeah someone time 've away school strip fine oh real meet mean always gon find yeahembed need `` 'round believe lyricsall wait see might darling girl also boy tell everyday place na talk like 'em 's '' 're could friend ask look patiently stand sunset n't take;77 Sunset Strip by The Big Sound Of Don Ralke UNCERTAIN.txt
A Big Hunk O Love;Elvis Presley;greedy sweet death leave love stingy half big-a give wishbone oh born plenty get know one 'bout lyric fill likeembed kiss little foot mama lucky ai honey might around natural two right also beehive charm pocket rabbit 's still 're spare loveyou wrist could hunk baby hey ask thing top much starve want bring 'd big n't;A Big Hunk O Love by Elvis Presley.txt
A Boy Without A Girl;Frankie Avalon;day light night shine since mine 's year might love never loveyou girl song also boy 'll likeembed world come stay life without lyricsa june star find 've cause really tune;A Boy Without A Girl by Frankie Avalon.txt
A Girl Like You;Gary Stites;whoa like different would 's might heart one meet 're never love girl change fell also many lyricsi lonely walk blue break youyou likeembed life wo time 've n't well talk cause whole;A Girl Like You by Gary Stites.txt
A Girls Work Is Never Done;The Chordettes;aspririn blind father clean mud fun salesman say yeah time 've school head bed cook oh rain dog get think mean likeembed living kid beat uh lyricsa house need brother mopping help tired lullaby boys room might man track girl also goodnight waste book fee sleep heck home fifteen window 'm floor shirt aw pop hundred 's work sweep 're never read girls door baby dirty doneyou wash 'd knock;A Girls Work Is Never Done by The Chordettes.txt
A Letter To An Angel;Jimmy Clanton UNCERTAIN;classroom accountant obama turn heart lawyer love us constantly blaze uncles wood laugh give young finish irony suppose get locker think one ca clever make mcdonalds dictate next osama university first create flipping apparently scribble tree waste fee week mental site learning f-em cause steer like line britain root straight sainsbury's still weed even ask smoke world write draw wanker drop government meembed high keep spencer story point say pick stabbings time people via away school back fool would letter exclusion reception postman phone youth heaven free without find depression mark detention help believe son room see number change money great tell knowledge party though home hour twice way longer part-time lock product '' hope feel evil black sit uganda awkwardly reality mum stand every n't strive take job name idi stockroom lecture response street go lily education rope pageful thats disagree life kosher north doctor admit men year die sag jean fire lyricsi always kid lesson address increase angel bottle council ai hang institution react urban receive bury man illusion possibility germany mom part last slum degree wise never amount poem could shift jew system hurt state rip painful send tuition full light something clean hotel rwanda stack attention question x economy cashier listen pay attempt put happiness know london return realize dream feeling wonder living fulfill rota construction expect vote `` nazi western irrelevant set american age emotion green struggle union 'm deliver 's work conclusion amin desire santa behind want paper spark another piece mama;A Letter To An Angel by Jimmy Clanton UNCERTAIN.txt
A Lovers Prayer;Dion;lyricsoh grow late alone flame heart love fun say 'll come care ever time oh lover mine think prayeryou chime one dream bell 'cause fill always please likeembed burn need wedding eye true answer wait might also eternity break speak strong dear day 'm pray longer 's suffer deep cry still disappear 're word tear prayer blue yearn;A Lovers Prayer by Dion.txt
A Lovers Question;Clyde McPhatter;eye like oh game true lover 's real answer know pretend might heart still 're love feel also lie win likeembed apart tell question kiss need 'd well worry really lyricsdoes knowyou;A Lovers Question by Clyde McPhatter.txt
A Prayer And A Juke Box;Little Anthony;sigh play heart love say 'll time tomorrow affair oh would mine know one start lyricsi likeembed beat saw jukebox since shed might glance right also wrong break though tonight melody oooohh cause dear use music night 's end ooohhyou still dance song thing tear prayer mmmm another;A Prayer And A Juke Box by Little Anthony.txt
A String Of Trumpets;The Trumpeteers;strength face weep grow quicksand side whirlpool bitter turn love lip wish hoary dead loathly wax peace throw bode sack-sailed breath ever oftener tire fro creep feast dim sneer rain ocean rowing rounding one spray smooth noise seem whoso fill sailing hear rally endless labor barge make merely sorry next weary float musical moan first flush horny drip sackcloth note flyer merry show sail singer sword sun smoky foul upon gold manifold sleep freight buoyantly gnash steer babe seldom dashing road scale stormy day like deck malice glory flit replying fiery pity jar balked dance loud worm sound -- moon guitar hung world ye ship sometimes incessantly smoulder incredible boat welcome roar dis-horned hold bare toil high keep singing caressing death leave infirm festival lay drum story nigh white accurst round slept head dust globe bottomless breaker strain smile breathe would splendor gash eat spice robe retract hoof sorrowful east stress phosphorescence interval groan heaven voice bent crouch patch crew kiss harmonious either meseemed help urgent splashing air yet fire-sailed whiteness plight answer see land sustain painfulness two choir change distress interchangeable lyricsthere swoop triumph woe proud tell place though lutes sea counter-tacking rear folly wider-visioned open new lack star.embed remote wriggle scarlet rock hope cross wealth despair hollow-eyed adorn net shudder beam take ballad angle sigh drift sweet spread tangle baited scarce go sore asunder flower lily wave hook bloodless come apart rent life finger slippery sceptre shroud drag thunder mount blackening wreak mostly low bed strand different puff rain-choked skeleton whence beck men blast openly grace bark clamor appear bore three die scent horn peril fire reef shriek always girt monster rescue foot chord soon eye least till roaring fraught lower plank overboard brown helm might pause stir contrary soft man instantaneously right desperate companion prevail awe waterspout alarm spin sight haughty sway part shout grave flute reel wail last span window spectres music haul scorn plunge trumpeter erst fester hoard bad mortal deep cry never toward rock-bound envy shift wind thing earth sighing leap fly many-handed watch upreared look hand cleave sink wing feasting grasp band swim wake sunshine sting full aloof woman rise light gnaw graver purpose something lurked tacking clean play red dread grim second victory sorrow glitter everywhere length depth wire clear silvery bloody third harper bar threaten ah distinct erect whole water-bed morning bend know guile treasure dream hatred sky everything living thirst figurehead mast monotone saw despite spy hiss heart-sore volleyed bear pleasure discontent graceful realm fail graf re-horned grapple abominable strong life-nurturing dip monstrous harp fair hand-sore bane oar whirl use whither weariness crown must blandly 's work lo desire row horror vanquisher song health onset prayer revel flash left loathe stealth abhor well another luxurious cling piece heap wooed utmost;A String Of Trumpets by The Trumpeteers.txt
A Teenager In Love;Dion;hard heart love go 'll say time good one 'cause lyric afraid breaks make star next embed might almost sad also lonely part wo day 'm like night must learn teenager bad nobody cry still 're feel guess ask tear happy want well quarrel n't take goodbye;A Teenager In Love by Dion.txt
